conta,duração,historico,motivo,quantia,poupança,emprego,taxa,status,garantia,residencia,propriedades,idade,financiamentos,moradia,creditos,trabalho,dependentes,telefone,estrangeiro,pagador
[0-200),36,pagamento em dia,móveis,9034,[100-500),< 1 ano,4,masculino/solteiro,co-aplicante,1,sem propriedades,29,nenhum,alugada,1,nível 3,1,sim,não,mau
sem conta,24,conta crítica,móveis,1585,<100,"[4,7) anos",4,masculino/solteiro,nenhum,3,seguro  de vida,40,nenhum,própria,2,nível 2,1,não,não,bom
[0-200),18,pagamento em dia,radio/televisão,1301,<100,> 7 anos,4,masculino/casado,fiador,2,imobiliario,32,nenhum,própria,1,nível 1,1,não,não,bom
200+,6,conta crítica,carro novo,1323,[100-500),> 7 anos,2,masculino/divorciado,nenhum,4,carro,28,nenhum,própria,2,nível 2,2,sim,não,bom
negativo,24,pagamento em dia,carro novo,3123,<100,< 1 ano,4,feminino/divorciado,nenhum,1,seguro  de vida,27,nenhum,própria,1,nível 2,1,não,não,mau
negativo,36,pagamento em dia,carro usado,5493,<100,> 7 anos,2,masculino/solteiro,nenhum,4,sem propriedades,42,nenhum,de graça,1,nível 2,2,não,não,bom
200+,9,pagamento em dia,radio/televisão,1126,[100-500),> 7 anos,2,masculino/divorciado,nenhum,4,imobiliario,49,nenhum,própria,1,nível 2,1,não,não,bom
[0-200),24,conta crítica,radio/televisão,1216,[100-500),< 1 ano,4,masculino/solteiro,nenhum,4,sem propriedades,38,bancos,própria,2,nível 2,2,não,não,mau
negativo,24,pagamento em dia,carro novo,1207,<100,< 1 ano,4,feminino/divorciado,nenhum,4,seguro  de vida,24,nenhum,alugada,1,nível 2,1,não,não,mau
sem conta,10,pagamento em dia,carro novo,1309,sem conta,"[1,4) anos",4,masculino/solteiro,fiador,4,seguro  de vida,27,nenhum,própria,1,nível 1,1,não,não,mau
200+,15,conta crítica,carro usado,2360,[500-1000),"[1,4) anos",2,masculino/solteiro,nenhum,2,carro,36,nenhum,própria,1,nível 2,1,sim,não,bom
[0-200),15,creditos quitados,carro novo,6850,[100-500),desempregado,1,masculino/solteiro,nenhum,2,seguro  de vida,34,nenhum,própria,1,nível 3,2,sim,não,mau
sem conta,24,pagamento em dia,radio/televisão,1413,<100,"[1,4) anos",4,masculino/casado,nenhum,2,seguro  de vida,28,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,39,pagamento em dia,carro usado,8588,[100-500),> 7 anos,4,masculino/solteiro,nenhum,2,carro,45,nenhum,própria,1,nível 3,1,sim,não,bom
negativo,12,pagamento em dia,carro novo,759,<100,"[4,7) anos",4,masculino/solteiro,nenhum,2,imobiliario,26,nenhum,própria,1,nível 2,1,não,não,mau
sem conta,36,pagamento em dia,carro usado,4686,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,sem propriedades,32,nenhum,de graça,1,nível 3,1,sim,não,bom
200+,15,pagamento em dia,negócios,2687,<100,"[4,7) anos",2,masculino/solteiro,nenhum,4,seguro  de vida,26,nenhum,alugada,1,nível 2,1,sim,não,bom
[0-200),12,já atrasou pagamentos,radio/televisão,585,<100,"[1,4) anos",4,masculino/casado,co-aplicante,4,imobiliario,20,nenhum,alugada,2,nível 2,1,não,não,bom
sem conta,24,pagamento em dia,carro novo,2255,sem conta,< 1 ano,4,masculino/solteiro,nenhum,1,seguro  de vida,54,nenhum,própria,1,nível 2,1,não,não,bom
negativo,6,conta crítica,carro novo,609,<100,"[4,7) anos",4,feminino/divorciado,nenhum,3,seguro  de vida,37,nenhum,própria,2,nível 2,1,não,sim,bom
negativo,6,conta crítica,carro novo,1361,<100,< 1 ano,2,masculino/solteiro,nenhum,4,imobiliario,40,nenhum,própria,1,nível 1,2,não,sim,bom
sem conta,36,conta crítica,móveis,7127,<100,< 1 ano,2,feminino/divorciado,nenhum,4,seguro  de vida,23,nenhum,alugada,2,nível 2,1,sim,não,mau
negativo,6,pagamento em dia,carro novo,1203,[100-500),> 7 anos,3,masculino/solteiro,nenhum,2,seguro  de vida,43,nenhum,própria,1,nível 2,1,sim,não,bom
sem conta,6,conta crítica,radio/televisão,700,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,36,nenhum,de graça,2,nível 2,1,não,não,bom
sem conta,24,conta crítica,reparos,5507,<100,> 7 anos,3,masculino/solteiro,nenhum,4,sem propriedades,44,nenhum,de graça,2,nível 2,1,não,não,bom
negativo,18,pagamento em dia,radio/televisão,3190,<100,"[1,4) anos",2,feminino/divorciado,nenhum,2,imobiliario,24,nenhum,própria,1,nível 2,1,não,não,mau
negativo,48,primeira vez,móveis,7119,<100,"[1,4) anos",3,masculino/solteiro,nenhum,4,sem propriedades,53,nenhum,de graça,2,nível 2,2,não,não,mau
sem conta,24,pagamento em dia,carro usado,3488,[100-500),"[4,7) anos",3,feminino/divorciado,nenhum,4,carro,23,nenhum,própria,1,nível 2,1,não,não,bom
[0-200),18,pagamento em dia,radio/televisão,1113,<100,"[1,4) anos",4,feminino/divorciado,fiador,4,imobiliario,26,nenhum,própria,1,nível 1,2,não,não,bom
[0-200),26,pagamento em dia,carro usado,7966,<100,< 1 ano,2,masculino/solteiro,nenhum,3,carro,30,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,15,conta crítica,educação,1532,[100-500),"[1,4) anos",4,feminino/divorciado,nenhum,3,carro,31,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,4,conta crítica,radio/televisão,1503,<100,"[4,7) anos",2,masculino/solteiro,nenhum,1,imobiliario,42,nenhum,própria,2,nível 1,2,não,não,bom
negativo,36,pagamento em dia,radio/televisão,2302,<100,"[1,4) anos",4,masculino/divorciado,nenhum,4,carro,31,nenhum,alugada,1,nível 2,1,não,não,mau
negativo,6,pagamento em dia,carro novo,662,<100,< 1 ano,3,masculino/solteiro,nenhum,4,imobiliario,41,nenhum,própria,1,nível 1,2,sim,não,bom
[0-200),36,pagamento em dia,educação,2273,<100,"[4,7) anos",3,masculino/solteiro,nenhum,1,carro,32,nenhum,própria,2,nível 2,2,não,não,bom
[0-200),15,pagamento em dia,carro novo,2631,[100-500),"[1,4) anos",2,feminino/divorciado,nenhum,4,carro,28,nenhum,alugada,2,nível 2,1,sim,não,mau
sem conta,12,já atrasou pagamentos,carro usado,1503,<100,"[1,4) anos",4,masculino/casado,nenhum,4,imobiliario,41,nenhum,alugada,1,nível 2,1,não,não,bom
sem conta,24,pagamento em dia,radio/televisão,1311,[100-500),"[4,7) anos",4,masculino/casado,nenhum,3,seguro  de vida,26,nenhum,própria,1,nível 2,1,sim,não,bom
sem conta,24,pagamento em dia,radio/televisão,3105,sem conta,< 1 ano,4,masculino/solteiro,nenhum,2,carro,25,nenhum,própria,2,nível 2,1,não,não,bom
200+,21,conta crítica,educação,2319,<100,< 1 ano,2,masculino/divorciado,nenhum,1,carro,33,nenhum,alugada,1,nível 2,1,não,não,mau
negativo,6,pagamento em dia,carro novo,1374,sem conta,desempregado,4,feminino/divorciado,nenhum,3,seguro  de vida,75,nenhum,própria,1,nível 3,1,sim,não,bom
[0-200),18,conta crítica,móveis,3612,<100,> 7 anos,3,feminino/divorciado,nenhum,4,seguro  de vida,37,nenhum,própria,1,nível 2,1,sim,não,bom
negativo,48,pagamento em dia,carro novo,7763,<100,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,42,bancos,de graça,1,nível 3,1,não,não,mau
200+,18,pagamento em dia,móveis,3049,<100,< 1 ano,1,feminino/divorciado,nenhum,1,seguro  de vida,45,lojas,própria,1,nível 1,1,não,não,bom
[0-200),12,pagamento em dia,radio/televisão,1534,<100,< 1 ano,1,masculino/casado,nenhum,1,imobiliario,23,nenhum,alugada,1,nível 2,1,não,não,mau
sem conta,24,já atrasou pagamentos,carro novo,2032,<100,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,60,nenhum,de graça,2,nível 2,1,sim,não,bom
negativo,30,pagamento em dia,móveis,6350,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,seguro  de vida,31,nenhum,própria,1,nível 2,1,não,não,mau
200+,18,pagamento em dia,móveis,2864,<100,"[1,4) anos",2,masculino/solteiro,nenhum,1,imobiliario,34,nenhum,própria,1,nível 1,2,não,não,mau
sem conta,12,conta crítica,carro novo,1255,<100,> 7 anos,4,masculino/solteiro,nenhum,4,imobiliario,61,nenhum,própria,2,nível 1,1,não,não,bom
negativo,24,já atrasou pagamentos,carro novo,1333,<100,desempregado,4,masculino/solteiro,nenhum,2,imobiliario,43,nenhum,de graça,2,nível 2,2,não,não,mau
sem conta,24,conta crítica,carro novo,2022,<100,"[1,4) anos",4,feminino/divorciado,nenhum,4,carro,37,nenhum,própria,1,nível 2,1,sim,não,bom
sem conta,24,pagamento em dia,radio/televisão,1552,<100,"[4,7) anos",3,masculino/solteiro,nenhum,1,carro,32,bancos,própria,1,nível 2,2,não,não,bom
negativo,12,creditos quitados,radio/televisão,626,<100,"[1,4) anos",4,feminino/divorciado,nenhum,4,imobiliario,24,bancos,própria,1,nível 1,1,não,não,mau
sem conta,48,conta crítica,carro usado,8858,sem conta,"[4,7) anos",2,masculino/solteiro,nenhum,1,sem propriedades,35,nenhum,de graça,2,nível 2,1,sim,não,bom
sem conta,12,conta crítica,reparos,996,sem conta,"[4,7) anos",4,feminino/divorciado,nenhum,4,imobiliario,23,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,6,creditos quitados,radio/televisão,1750,[500-1000),> 7 anos,2,masculino/solteiro,nenhum,4,seguro  de vida,45,bancos,própria,1,nível 1,2,não,não,bom
negativo,48,pagamento em dia,radio/televisão,6999,<100,"[4,7) anos",1,masculino/casado,fiador,1,imobiliario,34,nenhum,própria,2,nível 2,1,sim,não,mau
[0-200),12,conta crítica,carro novo,1995,[100-500),< 1 ano,4,masculino/solteiro,nenhum,1,carro,27,nenhum,própria,1,nível 2,1,não,não,bom
[0-200),9,pagamento em dia,educação,1199,<100,"[4,7) anos",4,feminino/divorciado,nenhum,4,seguro  de vida,67,nenhum,própria,2,nível 3,1,sim,não,bom
[0-200),12,pagamento em dia,radio/televisão,1331,<100,< 1 ano,2,masculino/solteiro,nenhum,1,carro,22,lojas,própria,1,nível 2,1,não,não,mau
[0-200),18,primeira vez,carro novo,2278,[100-500),< 1 ano,3,feminino/divorciado,nenhum,3,carro,28,nenhum,própria,2,nível 2,1,não,não,mau
sem conta,21,primeira vez,carro novo,5003,sem conta,"[1,4) anos",1,feminino/divorciado,nenhum,4,seguro  de vida,29,bancos,própria,2,nível 2,1,sim,não,mau
negativo,24,creditos quitados,móveis,3552,<100,"[4,7) anos",3,masculino/solteiro,nenhum,4,carro,27,bancos,própria,1,nível 2,1,não,não,mau
[0-200),18,conta crítica,móveis,1928,<100,< 1 ano,2,masculino/solteiro,nenhum,2,imobiliario,31,nenhum,própria,2,nível 1,1,não,não,mau
negativo,24,pagamento em dia,carro usado,2964,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,49,bancos,de graça,1,nível 2,2,sim,não,bom
negativo,24,creditos quitados,radio/televisão,1546,<100,"[4,7) anos",4,masculino/solteiro,fiador,4,carro,24,bancos,alugada,1,nível 1,1,não,não,mau
200+,6,já atrasou pagamentos,radio/televisão,683,<100,< 1 ano,2,feminino/divorciado,nenhum,1,seguro  de vida,29,bancos,própria,1,nível 2,1,não,não,bom
[0-200),36,pagamento em dia,carro novo,12389,sem conta,"[1,4) anos",1,masculino/solteiro,nenhum,4,sem propriedades,37,nenhum,de graça,1,nível 2,1,sim,não,mau
[0-200),24,já atrasou pagamentos,negócios,4712,sem conta,"[1,4) anos",4,masculino/solteiro,nenhum,2,seguro  de vida,37,bancos,própria,2,nível 3,1,sim,não,bom
[0-200),24,já atrasou pagamentos,radio/televisão,1553,[100-500),"[4,7) anos",3,feminino/divorciado,nenhum,2,seguro  de vida,23,nenhum,alugada,2,nível 2,1,sim,não,bom
negativo,12,pagamento em dia,carro novo,1372,<100,"[4,7) anos",2,masculino/divorciado,nenhum,3,carro,36,nenhum,própria,1,nível 2,1,não,não,mau
sem conta,24,conta crítica,radio/televisão,2578,>1000,> 7 anos,2,masculino/solteiro,nenhum,2,carro,34,nenhum,própria,1,nível 2,1,não,não,bom
[0-200),48,pagamento em dia,radio/televisão,3979,sem conta,"[4,7) anos",4,masculino/solteiro,nenhum,1,carro,41,nenhum,própria,2,nível 2,2,sim,não,bom
negativo,48,pagamento em dia,radio/televisão,6758,<100,"[1,4) anos",3,feminino/divorciado,nenhum,2,carro,31,nenhum,própria,1,nível 2,1,sim,não,mau
negativo,24,pagamento em dia,móveis,3234,<100,< 1 ano,4,feminino/divorciado,nenhum,4,imobiliario,23,nenhum,alugada,1,nível 1,1,sim,não,mau
sem conta,30,conta crítica,radio/televisão,5954,<100,"[4,7) anos",3,masculino/solteiro,co-aplicante,2,carro,38,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,24,pagamento em dia,carro usado,5433,sem conta,desempregado,2,feminino/divorciado,nenhum,4,seguro  de vida,26,nenhum,alugada,1,nível 3,1,sim,não,bom
negativo,15,pagamento em dia,negócios,806,<100,"[1,4) anos",4,feminino/divorciado,nenhum,4,seguro  de vida,22,nenhum,própria,1,nível 1,1,não,não,bom
[0-200),9,pagamento em dia,radio/televisão,1082,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,27,nenhum,própria,2,nível 1,1,não,não,bom
sem conta,15,conta crítica,móveis,2788,<100,"[4,7) anos",2,feminino/divorciado,co-aplicante,3,carro,24,bancos,própria,2,nível 2,1,não,não,bom
[0-200),12,pagamento em dia,radio/televisão,2930,<100,"[4,7) anos",2,feminino/divorciado,nenhum,1,imobiliario,27,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,24,conta crítica,educação,1927,sem conta,"[1,4) anos",3,feminino/divorciado,nenhum,2,carro,33,nenhum,própria,2,nível 2,1,sim,não,bom
[0-200),36,conta crítica,carro novo,2820,<100,< 1 ano,4,masculino/divorciado,nenhum,4,carro,27,nenhum,própria,2,nível 2,1,não,não,mau
sem conta,24,pagamento em dia,retreinamentos,937,<100,< 1 ano,4,masculino/casado,nenhum,3,carro,27,nenhum,própria,2,nível 1,1,não,não,bom
[0-200),18,conta crítica,carro novo,1056,<100,> 7 anos,3,masculino/solteiro,fiador,3,imobiliario,30,bancos,própria,2,nível 2,1,não,não,mau
[0-200),12,conta crítica,carro novo,3124,<100,< 1 ano,1,masculino/solteiro,nenhum,3,imobiliario,49,bancos,própria,2,nível 1,2,não,não,bom
sem conta,9,pagamento em dia,móveis,1388,<100,"[1,4) anos",4,feminino/divorciado,nenhum,2,imobiliario,26,nenhum,alugada,1,nível 2,1,não,não,bom
[0-200),36,pagamento em dia,reparos,2384,<100,< 1 ano,4,masculino/solteiro,nenhum,1,sem propriedades,33,nenhum,alugada,1,nível 1,1,não,não,mau
sem conta,12,pagamento em dia,carro novo,2133,sem conta,> 7 anos,4,feminino/divorciado,nenhum,4,sem propriedades,52,nenhum,de graça,1,nível 3,1,sim,não,bom
negativo,18,pagamento em dia,móveis,2039,<100,"[1,4) anos",1,feminino/divorciado,nenhum,4,imobiliario,20,bancos,alugada,1,nível 2,1,não,não,mau
negativo,9,conta crítica,carro novo,2799,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,imobiliario,36,nenhum,alugada,2,nível 2,2,não,não,bom
negativo,12,pagamento em dia,móveis,1289,<100,"[1,4) anos",4,masculino/solteiro,fiador,1,seguro  de vida,21,nenhum,própria,1,nível 1,1,não,não,bom
negativo,18,pagamento em dia,itens de casa,1217,<100,"[1,4) anos",4,masculino/casado,nenhum,3,imobiliario,47,nenhum,própria,1,nível 1,1,sim,não,mau
negativo,12,conta crítica,móveis,2246,<100,> 7 anos,3,masculino/solteiro,nenhum,3,seguro  de vida,60,nenhum,própria,2,nível 2,1,não,não,mau
negativo,12,conta crítica,radio/televisão,385,<100,"[4,7) anos",4,feminino/divorciado,nenhum,3,imobiliario,58,nenhum,própria,4,nível 1,1,sim,não,bom
[0-200),24,já atrasou pagamentos,carro novo,1965,sem conta,"[1,4) anos",4,feminino/divorciado,nenhum,4,carro,42,nenhum,alugada,2,nível 2,1,sim,não,bom
sem conta,21,pagamento em dia,negócios,1572,>1000,> 7 anos,4,feminino/divorciado,nenhum,4,imobiliario,36,bancos,própria,1,nível 1,1,não,não,bom
[0-200),24,pagamento em dia,carro novo,2718,<100,"[1,4) anos",3,feminino/divorciado,nenhum,4,seguro  de vida,20,nenhum,alugada,1,nível 1,1,sim,não,mau
negativo,24,creditos quitados,outros,1358,sem conta,> 7 anos,4,masculino/solteiro,nenhum,3,carro,40,lojas,própria,1,nível 3,1,sim,não,mau
[0-200),6,creditos quitados,carro novo,931,[100-500),< 1 ano,1,feminino/divorciado,nenhum,1,seguro  de vida,32,lojas,própria,1,nível 1,1,não,não,mau
negativo,24,pagamento em dia,carro novo,1442,<100,"[4,7) anos",4,feminino/divorciado,nenhum,4,carro,23,nenhum,alugada,2,nível 2,1,não,não,mau
[0-200),24,primeira vez,negócios,4241,<100,"[1,4) anos",1,masculino/solteiro,nenhum,4,imobiliario,36,nenhum,própria,3,nível 1,1,sim,não,mau
sem conta,18,conta crítica,carro novo,2775,<100,"[4,7) anos",2,masculino/solteiro,nenhum,2,seguro  de vida,31,bancos,própria,2,nível 2,1,não,não,mau
sem conta,24,já atrasou pagamentos,negócios,3863,<100,"[1,4) anos",1,masculino/solteiro,nenhum,2,sem propriedades,32,nenhum,de graça,1,nível 2,1,não,não,bom
[0-200),7,pagamento em dia,radio/televisão,2329,<100,< 1 ano,1,feminino/divorciado,fiador,1,imobiliario,45,nenhum,própria,1,nível 2,1,não,não,bom
[0-200),9,pagamento em dia,móveis,918,<100,"[1,4) anos",4,feminino/divorciado,nenhum,1,seguro  de vida,30,nenhum,própria,1,nível 2,1,não,não,mau
[0-200),24,creditos quitados,educação,1837,<100,"[4,7) anos",4,feminino/divorciado,nenhum,4,sem propriedades,34,bancos,de graça,1,nível 1,1,não,não,mau
sem conta,36,pagamento em dia,móveis,3349,<100,"[1,4) anos",4,feminino/divorciado,nenhum,2,carro,28,nenhum,própria,1,nível 3,1,sim,não,mau
200+,10,pagamento em dia,móveis,1275,<100,< 1 ano,4,feminino/divorciado,nenhum,2,seguro  de vida,23,nenhum,própria,1,nível 2,1,não,não,bom
negativo,24,creditos quitados,móveis,2828,[500-1000),"[1,4) anos",4,masculino/solteiro,nenhum,4,imobiliario,22,lojas,própria,1,nível 2,1,sim,não,bom
sem conta,24,conta crítica,negócios,4526,<100,"[1,4) anos",3,masculino/solteiro,nenhum,2,imobiliario,74,nenhum,própria,1,nível 3,1,sim,não,bom
[0-200),36,pagamento em dia,radio/televisão,2671,[100-500),"[1,4) anos",4,feminino/divorciado,co-aplicante,4,sem propriedades,50,nenhum,de graça,1,nível 2,1,não,não,mau
sem conta,18,pagamento em dia,radio/televisão,2051,<100,< 1 ano,4,masculino/solteiro,nenhum,1,imobiliario,33,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,15,pagamento em dia,carro usado,1300,sem conta,> 7 anos,4,masculino/solteiro,nenhum,4,sem propriedades,45,bancos,de graça,1,nível 2,2,não,não,bom
negativo,12,pagamento em dia,itens de casa,741,[100-500),desempregado,4,feminino/divorciado,nenhum,3,seguro  de vida,22,nenhum,própria,1,nível 2,1,não,não,mau
200+,10,pagamento em dia,carro novo,1240,[100-500),> 7 anos,1,feminino/divorciado,nenhum,4,sem propriedades,48,nenhum,de graça,1,nível 1,2,não,não,mau
negativo,21,pagamento em dia,radio/televisão,3357,>1000,< 1 ano,4,feminino/divorciado,nenhum,2,carro,29,bancos,própria,1,nível 2,1,não,não,bom
negativo,24,creditos quitados,carro usado,3632,<100,"[1,4) anos",1,feminino/divorciado,fiador,4,carro,22,bancos,alugada,1,nível 2,1,não,sim,bom
sem conta,18,já atrasou pagamentos,móveis,1808,<100,"[4,7) anos",4,feminino/divorciado,nenhum,1,imobiliario,22,nenhum,própria,1,nível 2,1,não,não,mau
[0-200),48,primeira vez,negócios,12204,sem conta,"[1,4) anos",2,masculino/solteiro,nenhum,2,carro,48,bancos,própria,1,nível 3,1,sim,não,bom
[0-200),60,já atrasou pagamentos,radio/televisão,9157,sem conta,"[1,4) anos",2,masculino/solteiro,nenhum,2,sem propriedades,27,nenhum,de graça,1,nível 3,1,não,não,bom
negativo,6,conta crítica,carro novo,3676,<100,"[1,4) anos",1,masculino/solteiro,nenhum,3,imobiliario,37,nenhum,alugada,3,nível 2,2,não,não,bom
[0-200),30,pagamento em dia,móveis,3441,[100-500),"[1,4) anos",2,feminino/divorciado,co-aplicante,4,carro,21,nenhum,alugada,1,nível 2,1,não,não,mau
sem conta,12,pagamento em dia,carro novo,640,<100,"[1,4) anos",4,masculino/divorciado,nenhum,2,imobiliario,49,nenhum,própria,1,nível 1,1,não,não,bom
[0-200),21,conta crítica,negócios,3652,<100,"[4,7) anos",2,masculino/solteiro,nenhum,3,seguro  de vida,27,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,18,conta crítica,carro novo,1530,<100,"[1,4) anos",3,masculino/solteiro,nenhum,2,seguro  de vida,32,bancos,própria,2,nível 2,1,não,não,mau
sem conta,48,pagamento em dia,negócios,3914,sem conta,"[1,4) anos",4,masculino/divorciado,nenhum,2,imobiliario,38,bancos,própria,1,nível 2,1,não,não,mau
negativo,12,pagamento em dia,móveis,1858,<100,< 1 ano,4,feminino/divorciado,nenhum,1,carro,22,nenhum,alugada,1,nível 2,1,não,não,bom
negativo,18,pagamento em dia,radio/televisão,2600,<100,"[1,4) anos",4,masculino/solteiro,nenhum,4,sem propriedades,65,nenhum,de graça,2,nível 2,1,não,não,mau
sem conta,15,pagamento em dia,radio/televisão,1979,sem conta,> 7 anos,4,masculino/solteiro,nenhum,2,carro,35,nenhum,própria,1,nível 2,1,não,não,bom
200+,6,pagamento em dia,móveis,2116,<100,"[1,4) anos",2,masculino/solteiro,nenhum,2,imobiliario,41,nenhum,própria,1,nível 2,1,sim,não,bom
[0-200),9,creditos quitados,carro novo,1437,[100-500),"[4,7) anos",2,masculino/solteiro,nenhum,3,sem propriedades,29,nenhum,própria,1,nível 2,1,não,não,mau
sem conta,42,conta crítica,móveis,4042,[500-1000),"[1,4) anos",4,masculino/solteiro,nenhum,4,imobiliario,36,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,9,pagamento em dia,educação,3832,sem conta,> 7 anos,1,masculino/solteiro,nenhum,4,imobiliario,64,nenhum,própria,1,nível 1,1,não,não,bom
negativo,24,pagamento em dia,radio/televisão,3660,<100,"[1,4) anos",2,feminino/divorciado,nenhum,4,carro,28,nenhum,própria,1,nível 2,1,não,não,bom
negativo,18,creditos quitados,móveis,1553,<100,"[1,4) anos",4,masculino/solteiro,nenhum,3,carro,44,bancos,própria,1,nível 2,1,não,não,mau
[0-200),15,pagamento em dia,radio/televisão,1444,sem conta,< 1 ano,4,masculino/solteiro,nenhum,1,seguro  de vida,23,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,9,pagamento em dia,móveis,1980,<100,< 1 ano,2,feminino/divorciado,co-aplicante,2,carro,19,nenhum,alugada,2,nível 2,1,não,não,mau
[0-200),24,pagamento em dia,carro novo,1355,<100,< 1 ano,3,feminino/divorciado,nenhum,4,carro,25,nenhum,própria,1,nível 1,1,sim,não,mau
sem conta,12,pagamento em dia,educação,1393,<100,> 7 anos,4,masculino/solteiro,nenhum,4,seguro  de vida,47,bancos,própria,3,nível 2,2,sim,não,bom
sem conta,24,pagamento em dia,radio/televisão,1376,[500-1000),"[4,7) anos",4,feminino/divorciado,nenhum,1,carro,28,nenhum,própria,1,nível 2,1,não,não,bom
sem conta,60,já atrasou pagamentos,radio/televisão,15653,<100,"[4,7) anos",2,masculino/solteiro,nenhum,4,carro,21,nenhum,própria,2,nível 2,1,sim,não,bom
sem conta,12,pagamento em dia,radio/televisão,1493,<100,< 1 ano,4,feminino/divorciado,nenhum,3,carro,34,nenhum,própria,1,nível 2,2,não,não,bom
negativo,42,já atrasou pagamentos,radio/televisão,4370,<100,"[4,7) anos",3,masculino/solteiro,nenhum,2,seguro  de vida,26,bancos,própria,2,nível 2,2,sim,não,mau
negativo,18,pagamento em dia,educação,750,<100,desempregado,4,feminino/divorciado,nenhum,1,imobiliario,27,nenhum,própria,1,desempregado,1,não,não,mau
[0-200),15,pagamento em dia,reparos,1308,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,38,nenhum,própria,2,nível 1,1,não,não,bom
sem conta,15,pagamento em dia,educação,4623,[100-500),"[1,4) anos",3,masculino/solteiro,nenhum,2,seguro  de vida,40,nenhum,própria,1,nível 3,1,sim,não,mau
sem conta,24,conta crítica,radio/televisão,1851,<100,"[4,7) anos",4,masculino/casado,fiador,2,carro,33,nenhum,própria,2,nível 2,1,sim,não,bom
negativo,18,conta crítica,radio/televisão,1880,<100,"[4,7) anos",4,masculino/casado,nenhum,1,seguro  de vida,32,nenhum,própria,2,nível 3,1,sim,não,bom
sem conta,36,já atrasou pagamentos,negócios,7980,sem conta,< 1 ano,4,masculino/solteiro,nenhum,4,carro,27,nenhum,alugada,2,nível 2,1,sim,não,mau
negativo,30,primeira vez,móveis,4583,<100,"[1,4) anos",2,masculino/divorciado,fiador,2,imobiliario,32,nenhum,própria,2,nível 2,1,não,não,bom
sem conta,12,pagamento em dia,carro novo,1386,[500-1000),"[1,4) anos",2,feminino/divorciado,nenhum,2,seguro  de vida,26,nenhum,própria,1,nível 2,1,não,não,mau
200+,24,pagamento em dia,carro novo,947,<100,"[4,7) anos",4,masculino/solteiro,nenhum,3,sem propriedades,38,bancos,de graça,1,nível 2,2,não,não,mau
negativo,12,pagamento em dia,educação,684,<100,"[1,4) anos",4,masculino/solteiro,nenhum,4,carro,40,nenhum,alugada,1,nível 1,2,não,não,mau
negativo,48,pagamento em dia,educação,7476,<100,"[4,7) anos",4,masculino/solteiro,nenhum,1,sem propriedades,50,nenhum,de graça,1,nível 3,1,sim,não,bom
[0-200),12,pagamento em dia,móveis,1922,<100,"[1,4) anos",4,masculino/solteiro,nenhum,2,seguro  de vida,37,nenhum,própria,1,nível 1,1,não,não,mau
negativo,24,pagamento em dia,carro novo,2303,<100,> 7 anos,4,masculino/solteiro,co-aplicante,1,imobiliario,45,nenhum,própria,1,nível 2,1,não,não,mau
[0-200),36,já atrasou pagamentos,carro novo,8086,[100-500),> 7 anos,2,masculino/solteiro,nenhum,4,carro,42,nenhum,própria,4,nível 3,1,sim,não,mau
sem conta,24,conta crítica,carro usado,2346,<100,"[4,7) anos",4,masculino/solteiro,nenhum,3,carro,35,nenhum,própria,2,nível 2,1,sim,não,bom
negativo,14,pagamento em dia,carro novo,3973,<100,desempregado,1,masculino/solteiro,nenhum,4,sem propriedades,22,nenhum,de graça,1,nível 2,1,não,não,bom
[0-200),12,pagamento em dia,carro novo,888,<100,> 7 anos,4,masculino/solteiro,nenhum,4,carro,41,bancos,própria,1,nível 1,2,não,não,mau
sem conta,48,pagamento em dia,radio/televisão,10222,sem conta,"[4,7) anos",4,masculino/solteiro,nenhum,3,carro,37,lojas,própria,1,nível 2,1,sim,não,bom
[0-200),30,primeira vez,negócios,4221,<100,"[1,4) anos",2,feminino/divorciado,nenhum,1,carro,28,nenhum,própria,2,nível 2,1,não,não,bom
[0-200),18,conta crítica,móveis,6361,<100,> 7 anos,2,masculino/solteiro,nenhum,1,sem propriedades,41,nenhum,própria,1,nível 2,1,sim,não,bom
200+,12,pagamento em dia,radio/televisão,1297,<100,"[1,4) anos",3,masculino/casado,nenhum,4,imobiliario,23,nenhum,alugada,1,nível 2,1,não,não,bom
